iter	Logloss
360	0.04682279695
361	0.0466737361
362	0.04662021077
363	0.04654253285
364	0.04643623528
365	0.04631584086
366	0.04616378215
367	0.04605382442
368	0.04601208962
369	0.0458223791
370	0.0456934043
371	0.04551169587
372	0.04539669214
373	0.04531064678
374	0.04523767747
375	0.04513733067
376	0.04499802518
377	0.04491697034
378	0.04484527749
379	0.04477066231
380	0.04471427343
381	0.04463576125
382	0.04455947882
383	0.04450054351
384	0.0443718645
385	0.04429431357
386	0.04419349191
387	0.04411879058
388	0.04399537736
389	0.04392217744
390	0.04385273726
391	0.04379740568
392	0.04373277228
393	0.04368177352
394	0.04359537061
395	0.0434176003
396	0.04326698939
397	0.04323993373
398	0.04316166486
399	0.04309464327
400	0.0430354972
401	0.0429826151
402	0.04295904511
403	0.04284056698
404	0.04278861888
405	0.04272228461
406	0.04265830262
407	0.04261276764
408	0.04257349755
409	0.04248204987
410	0.04239045895
411	0.04233559267
412	0.04227738076
413	0.04224044925
414	0.04218548105
415	0.0421417238
416	0.04211302021
417	0.04203777771
418	0.04200274935
419	0.04189013012
420	0.04185428221
421	0.04178891767
422	0.04165186005
423	0.04156094672
424	0.04145840739
425	0.04138199684
426	0.04131919417
427	0.04122876158
428	0.04119520889
429	0.04110585166
430	0.04093345302
431	0.04084743006
432	0.04080395054
433	0.04071475205
434	0.04069649068
435	0.04064808153
436	0.04061108716
437	0.04055777857
438	0.04048729891
439	0.0404295954
440	0.04029539661
441	0.0402228901
442	0.04017006244
443	0.04015045398
444	0.04006101437
445	0.0399571482
446	0.0398894813
447	0.03982215199
448	0.03967514166
449	0.03963173406
450	0.03957154987
451	0.03950631702
452	0.03941080227
453	0.03937355067
454	0.03928406854
455	0.03925016162
456	0.03918429592
457	0.0391509872
458	0.03907357624
459	0.03904785569
460	0.03898864357
461	0.03890917692
462	0.03884403965
463	0.03876519992
464	0.03867823309
465	0.03863819556
466	0.03856880412
467	0.03845796529
468	0.03839368082
469	0.03825106326
470	0.03818846061
471	0.03814301673
472	0.03809857786
473	0.03801474696
474	0.03788386399
475	0.03784321273
476	0.03778996609
477	0.03771618352
478	0.03762483415
479	0.03757657054
480	0.03752200246
481	0.03744940711
482	0.03740035198
483	0.03736232568
484	0.03731349362
485	0.03723860067
486	0.03717432519
487	0.03710134325
488	0.0370540689
489	0.03701560611
490	0.03690789919
491	0.03686476954
492	0.03682701208
493	0.03676595829
494	0.03672422956
495	0.03668425207
496	0.0365780227
497	0.03653881801
498	0.03648040816
499	0.03640373853
500	0.03633993739
501	0.03630228172
502	0.03627598845
503	0.03623129842
504	0.03619451615
505	0.03615823443
506	0.03608958913
507	0.03605344371
508	0.03601522014
509	0.03593174221
510	0.03581237882
511	0.03578179857
512	0.03575908168
513	0.03566682915
514	0.03563243739
515	0.0355878027
516	0.03552027731
517	0.0354430075
518	0.03539687359
519	0.0353879735
520	0.03530333228
521	0.03522886271
522	0.03515460104
523	0.03512903063
524	0.03507704772
525	0.035021205
526	0.03498888415
527	0.03494287882
528	0.03487072157
529	0.03479240699
530	0.0347138995
531	0.03467535314
532	0.03462070749
533	0.03456186594
534	0.03453197995
535	0.03450964093
536	0.03440479842
537	0.03434114134
538	0.03428080235
539	0.03423580517
540	0.0341620214
541	0.03409363873
542	0.03404802651
543	0.03399713904
544	0.03394790767
545	0.03387823698
546	0.03380613248
547	0.03377088655
548	0.03371462195
549	0.03364361599
550	0.03360073079
551	0.03356743455
552	0.03350635484
553	0.03338262875
554	0.03328650701
555	0.03320990294
556	0.03317097868
557	0.03310137698
558	0.03305862682
559	0.03302072712
560	0.03294366815
561	0.03287675859
562	0.03283786835
563	0.03280778751
564	0.03275247611
565	0.03270653275
566	0.03266142893
567	0.03260964723
568	0.03254252402
569	0.0324709622
570	0.03235509355
571	0.0322994609
572	0.03227300144
573	0.03221112886
574	0.03216233708
575	0.03210823543
576	0.03206654032
577	0.03203277192
578	0.0319833457
579	0.03195234083
580	0.03191976627
581	0.03183604311
582	0.03180197953
583	0.03173216733
584	0.03166160917
585	0.03156189469
586	0.03150745716
587	0.03145637958
588	0.03140160203
589	0.03137580814
590	0.03130968778
591	0.03126417532
592	0.03123216091
593	0.03119655775
594	0.03116170105
595	0.03109091254
596	0.03105706027
597	0.03104005243
598	0.0309949312
599	0.03095401682
600	0.03090233038
601	0.03084401792
602	0.03079879801
603	0.03075683313
604	0.0306990562
605	0.03066357406
606	0.03064638508
607	0.03060709562
608	0.03058420149
609	0.03053956599
610	0.03049723193
611	0.03045154851
612	0.03042122212
613	0.03040634491
614	0.03036255484
615	0.03033100009
616	0.03027924399
617	0.03020970731
618	0.03014692505
619	0.03011981497
620	0.03002359502
621	0.02999825477
622	0.02994178483
623	0.02987234853
624	0.02985229834
625	0.02982798904
626	0.02976031912
627	0.02972703684
628	0.02967890986
629	0.02963348006
630	0.02959529932
631	0.02953734686
632	0.02951647197
633	0.02948734342
634	0.02945857996
635	0.0294027351
636	0.02931572079
637	0.02928621755
638	0.0292539587
639	0.02922367487
640	0.02919794138
641	0.02915705367
642	0.02908999906
643	0.02905385686
644	0.02901249479
645	0.02897957011
646	0.02893672782
647	0.0289030763
648	0.02887839616
649	0.02882899327
650	0.02877824033
651	0.02875714711
652	0.02872887093
653	0.02865696666
654	0.02860807525
655	0.02854114534
656	0.02851352324
657	0.02849153581
658	0.02843895401
659	0.0284183805
660	0.02835841038
661	0.02830400965
662	0.0282755757
663	0.02820478116
664	0.02815893011
665	0.02810479417
666	0.02807771369
667	0.02804844416
668	0.028015481
669	0.028001332
670	0.02795679047
671	0.02786375353
672	0.02781647573
673	0.02776665986
674	0.02769808979
675	0.02766331077
676	0.02760249346
677	0.02757371086
678	0.02755514477
679	0.02753879985
680	0.0275202941
681	0.02749632386
682	0.027462372
683	0.02741865365
684	0.02739315242
685	0.02735915189
686	0.02731290364
687	0.02727568837
688	0.02725672945
689	0.02720852585
690	0.0271559486
691	0.02711726893
692	0.0270646203
693	0.02704976613
694	0.02702864187
695	0.02697433438
696	0.02691140961
697	0.02686957629
698	0.02683510813
699	0.0268000647
700	0.02677035426
701	0.02674324711
702	0.02670949995
703	0.02667140298
704	0.0266410136
705	0.02662645428
706	0.02660332339
707	0.02654116161
708	0.02649194182
709	0.02644647406
710	0.02642762069
711	0.02639707304
712	0.02635465737
713	0.02633073899
714	0.02625351404
715	0.02622183002
716	0.02618639336
717	0.02616304132
718	0.02613011517
719	0.02609155993
720	0.02605517768
721	0.02603682667
722	0.02600470611
723	0.02596693462
724	0.02594240672
725	0.02591364124
726	0.02588924653
727	0.02584132964
728	0.02581430833
729	0.02578853943
730	0.02576727918
731	0.02571658985
732	0.02569432082
733	0.02566252061
734	0.02563143598
735	0.02558815055
736	0.02554693289
737	0.02553320609
738	0.02550663817
739	0.0254834537
740	0.0254492679
741	0.02541219581
742	0.02537632638
743	0.02534459448
744	0.02530260204
745	0.02524205631
746	0.02520712849
747	0.02517005096
748	0.02513339487
749	0.02510331697
750	0.02508578505
751	0.02505193507
752	0.02499775765
753	0.02497949214
754	0.02493053326
755	0.02488270928
756	0.02485998681
757	0.0248403855
758	0.02480621539
759	0.0247931109
760	0.02474455628
761	0.02470540951
762	0.02468528474
763	0.02465583043
764	0.02460839259
765	0.02458123453
766	0.02455004461
767	0.02447252519
768	0.02443302034
769	0.02435015341
770	0.02431894236
771	0.02429871453
772	0.0242257543
773	0.02420136563
774	0.0241668752
775	0.02411837403
776	0.0240656669
777	0.0240477521
778	0.0239965189
779	0.02395574553
780	0.02393556828
781	0.02392193203
782	0.02389667241
783	0.0238631354
784	0.0238279059
785	0.02378962041
786	0.02376725817
787	0.02372648845
788	0.02370650651
789	0.02366662224
790	0.02361566889
791	0.02356560504
792	0.02353647025
793	0.02349943609
794	0.02346087459
795	0.02343578505
796	0.02337924632
797	0.02334549183
798	0.02331237911
799	0.02328399472
800	0.0232584396
801	0.02322942105
802	0.02319005801
803	0.02316054357
804	0.02313286888
805	0.02309828106
806	0.02304679051
807	0.0229898407
808	0.02294398253
809	0.02292020504
810	0.02287717956
811	0.02284130146
812	0.02281509578
813	0.02277645149
814	0.02272451526
815	0.0226531606
816	0.02261755802
817	0.02258139537
818	0.02252164445
819	0.02249026396
820	0.02246147791
821	0.02244056128
822	0.02240924347
823	0.02238084445
824	0.02236937247
825	0.0223520444
826	0.02233536354
827	0.02231909011
828	0.02229030988
829	0.02225905481
830	0.02219486144
831	0.02215404578
832	0.0221362257
833	0.02211938966
834	0.02209836871
835	0.02206907718
836	0.02203420048
837	0.02200497734
838	0.02198535728
839	0.02196981691
840	0.02195173736
841	0.02192172124
842	0.02189124632
843	0.02187126777
844	0.02181995244
845	0.02180244722
846	0.02177545458
847	0.02172971763
848	0.02169072074
849	0.02165435373
850	0.02161771493
851	0.02159336948
852	0.02157792924
853	0.02155827778
854	0.02154312409
855	0.02152073255
856	0.02149933568
857	0.02147671583
858	0.02144885653
859	0.02139197452
860	0.02136272098
861	0.02134147617
862	0.02133390779
863	0.02131388562
864	0.02129013849
865	0.02127715227
866	0.02125426978
867	0.021228353
868	0.02114282524
869	0.02112873925
870	0.02108617297
871	0.02106952854
872	0.0210686653
873	0.02103788108
874	0.02100671661
875	0.02099516573
876	0.02095920462
877	0.0209454899
878	0.02091717998
879	0.02088031637
880	0.02085602523
881	0.02084331186
882	0.02077705385
883	0.02075363885
884	0.02072790927
885	0.02068802552
886	0.02067559497
887	0.02064625311
888	0.02061330987
889	0.0205820344
890	0.0205488786
891	0.02053227687
892	0.02047991636
893	0.0204408352
894	0.02040865366
895	0.02037707603
896	0.02035086824
897	0.02031215801
898	0.02029456593
899	0.02027159465
900	0.02024150312
901	0.02021496737
902	0.02019839516
903	0.02015481875
904	0.02014049771
905	0.02012541997
906	0.02010051323
907	0.02004304998
908	0.02002326358
909	0.01996994734
910	0.01995697298
911	0.01992623123
912	0.01989577896
913	0.01988224754
914	0.01985572432
915	0.01983111719
916	0.0198112612
917	0.0198014933
918	0.01978008813
919	0.0197736936
920	0.01975932862
921	0.01974495321
922	0.01973161374
923	0.01971138809
924	0.01970209676
925	0.01965025448
926	0.01963227239
927	0.01962580511
928	0.01958485923
929	0.01956299688
930	0.01954342546
931	0.0195318807
932	0.01951681349
933	0.01949642762
934	0.0194806886
935	0.01944920437
936	0.0194249175
937	0.01941294209
938	0.01938869206
939	0.01936378525
940	0.01934052117
941	0.01933048945
942	0.01931099595
943	0.01926459945
944	0.01925398047
945	0.01923419559
946	0.0192138564
947	0.01918847874
948	0.01914614933
949	0.01913138818
950	0.01911280433
951	0.0190956779
952	0.01906719375
953	0.01903395341
954	0.01900075627
955	0.01897682524
956	0.01897669703
957	0.01897668704
958	0.01897667671
959	0.01897666438
960	0.01897447551
961	0.01896134872
962	0.01891308136
963	0.01889533737
964	0.01887616506
965	0.01886418032
966	0.01882998884
967	0.01879480698
968	0.01875452063
969	0.01871635873
970	0.01868267639
971	0.01867072523
972	0.01862746785
973	0.01859314468
974	0.01859308865
975	0.01859304597
976	0.01859298424
977	0.01855283189
978	0.01853916351
979	0.01853906642
980	0.01853896803
981	0.01853888326
982	0.0185388292
983	0.01853878581
984	0.01853873966
985	0.01853869686
986	0.01853865357
987	0.01853859363
988	0.01853856054
989	0.01853851136
990	0.01853113104
991	0.01850626235
992	0.01850617237
993	0.01848824145
994	0.01846315318
995	0.0184307117
996	0.01842087323
997	0.01840948882
998	0.01839046946
999	0.01837143774
